label,count
2.0,246098
0.0,56671
1.0,20581
1.5,3840
0.5,2699
0.6666666666666666,1560
0.75,420
1.3333333333333333,420
0.06060606060606061,5
1.9393939393939394,4
1.9696969696969697,3
1.9692307692307693,1
1.0303030303030303,1
0.030303030303030304,1
0.5151515151515151,1
0.9696969696969697,1
0.058823529411764705,1
